location_id,sensor_id,location,datetime,lat,lon,parameter,unit,value
191,5077791,Seabrook Friendship,2025-06-08T17:00:00Z,29.5831,-95.0156,o3,ppm,0.023
191,5077791,Seabrook Friendship,2025-06-08T18:00:00Z,29.5831,-95.0156,o3,ppm,0.023
191,5077791,Seabrook Friendship,2025-06-08T19:00:00Z,29.5831,-95.0156,o3,ppm,0.022
191,5077791,Seabrook Friendship,2025-06-08T20:00:00Z,29.5831,-95.0156,o3,ppm,0.022
191,5077791,Seabrook Friendship,2025-06-08T21:00:00Z,29.5831,-95.0156,o3,ppm,0.021
191,5077791,Seabrook Friendship,2025-06-08T22:00:00Z,29.5831,-95.0156,o3,ppm,0.021
191,5077791,Seabrook Friendship,2025-06-08T23:00:00Z,29.5831,-95.0156,o3,ppm,0.022
191,5077791,Seabrook Friendship,2025-06-09T00:00:00Z,29.5831,-95.0156,o3,ppm,0.022
191,5077791,Seabrook Friendship,2025-06-09T01:00:00Z,29.5831,-95.0156,o3,ppm,0.02
191,5077791,Seabrook Friendship,2025-06-09T02:00:00Z,29.5831,-95.0156,o3,ppm,0.018
191,5077791,Seabrook Friendship,2025-06-09T03:00:00Z,29.5831,-95.0156,o3,ppm,0.017
191,5077791,Seabrook Friendship,2025-06-09T04:00:00Z,29.5831,-95.0156,o3,ppm,0.019
191,5077791,Seabrook Friendship,2025-06-09T06:00:00Z,29.5831,-95.0156,o3,ppm,0.017
191,5077791,Seabrook Friendship,2025-06-09T07:00:00Z,29.5831,-95.0156,o3,ppm,0.015
191,5077791,Seabrook Friendship,2025-06-09T08:00:00Z,29.5831,-95.0156,o3,ppm,0.011
191,5077791,Seabrook Friendship,2025-06-09T09:00:00Z,29.5831,-95.0156,o3,ppm,0.006
191,5077791,Seabrook Friendship,2025-06-09T10:00:00Z,29.5831,-95.0156,o3,ppm,0.006
191,5077791,Seabrook Friendship,2025-06-09T11:00:00Z,29.5831,-95.0156,o3,ppm,0.004
191,5077791,Seabrook Friendship,2025-06-09T12:00:00Z,29.5831,-95.0156,o3,ppm,0.027
191,5077791,Seabrook Friendship,2025-06-09T13:00:00Z,29.5831,-95.0156,o3,ppm,0.025
191,5077791,Seabrook Friendship,2025-06-09T18:00:00Z,29.5831,-95.0156,o3,ppm,0.033
191,5077791,Seabrook Friendship,2025-06-09T19:00:00Z,29.5831,-95.0156,o3,ppm,0.03
191,5077791,Seabrook Friendship,2025-06-09T20:00:00Z,29.5831,-95.0156,o3,ppm,0.03
191,5077791,Seabrook Friendship,2025-06-09T21:00:00Z,29.5831,-95.0156,o3,ppm,0.026
