location_id,sensor_id,location,datetime,lat,lon,parameter,unit,value
193,320,Houston Monroe C406,2025-06-08T00:00:00Z,29.6256,-95.2672,o3,ppm,0.02
193,320,Houston Monroe C406,2025-06-08T01:00:00Z,29.6256,-95.2672,o3,ppm,0.017
193,320,Houston Monroe C406,2025-06-08T02:00:00Z,29.6256,-95.2672,o3,ppm,0.016
193,320,Houston Monroe C406,2025-06-08T03:00:00Z,29.6256,-95.2672,o3,ppm,0.015
193,320,Houston Monroe C406,2025-06-08T05:00:00Z,29.6256,-95.2672,o3,ppm,0.015
193,320,Houston Monroe C406,2025-06-08T06:00:00Z,29.6256,-95.2672,o3,ppm,0.016
193,320,Houston Monroe C406,2025-06-08T07:00:00Z,29.6256,-95.2672,o3,ppm,0.014
193,320,Houston Monroe C406,2025-06-08T08:00:00Z,29.6256,-95.2672,o3,ppm,0.011
193,320,Houston Monroe C406,2025-06-08T09:00:00Z,29.6256,-95.2672,o3,ppm,0.009
193,320,Houston Monroe C406,2025-06-08T10:00:00Z,29.6256,-95.2672,o3,ppm,0.01
193,320,Houston Monroe C406,2025-06-08T11:00:00Z,29.6256,-95.2672,o3,ppm,0.01
193,320,Houston Monroe C406,2025-06-08T12:00:00Z,29.6256,-95.2672,o3,ppm,0.011
193,320,Houston Monroe C406,2025-06-08T13:00:00Z,29.6256,-95.2672,o3,ppm,0.018
193,320,Houston Monroe C406,2025-06-08T14:00:00Z,29.6256,-95.2672,o3,ppm,0.019
193,320,Houston Monroe C406,2025-06-08T15:00:00Z,29.6256,-95.2672,o3,ppm,0.021
193,320,Houston Monroe C406,2025-06-08T16:00:00Z,29.6256,-95.2672,o3,ppm,0.022
193,320,Houston Monroe C406,2025-06-08T17:00:00Z,29.6256,-95.2672,o3,ppm,0.022
193,320,Houston Monroe C406,2025-06-08T18:00:00Z,29.6256,-95.2672,o3,ppm,0.022
193,320,Houston Monroe C406,2025-06-08T19:00:00Z,29.6256,-95.2672,o3,ppm,0.022
193,320,Houston Monroe C406,2025-06-08T20:00:00Z,29.6256,-95.2672,o3,ppm,0.021
193,320,Houston Monroe C406,2025-06-08T21:00:00Z,29.6256,-95.2672,o3,ppm,0.02
193,320,Houston Monroe C406,2025-06-08T22:00:00Z,29.6256,-95.2672,o3,ppm,0.02
193,320,Houston Monroe C406,2025-06-08T23:00:00Z,29.6256,-95.2672,o3,ppm,0.019
193,320,Houston Monroe C406,2025-06-09T00:00:00Z,29.6256,-95.2672,o3,ppm,0.019
193,320,Houston Monroe C406,2025-06-09T01:00:00Z,29.6256,-95.2672,o3,ppm,0.017
193,320,Houston Monroe C406,2025-06-09T02:00:00Z,29.6256,-95.2672,o3,ppm,0.016
193,320,Houston Monroe C406,2025-06-09T03:00:00Z,29.6256,-95.2672,o3,ppm,0.015
193,320,Houston Monroe C406,2025-06-09T04:00:00Z,29.6256,-95.2672,o3,ppm,0.013
193,320,Houston Monroe C406,2025-06-09T06:00:00Z,29.6256,-95.2672,o3,ppm,0.015
193,320,Houston Monroe C406,2025-06-09T07:00:00Z,29.6256,-95.2672,o3,ppm,0.014
193,320,Houston Monroe C406,2025-06-09T08:00:00Z,29.6256,-95.2672,o3,ppm,0.011
193,320,Houston Monroe C406,2025-06-09T09:00:00Z,29.6256,-95.2672,o3,ppm,0.007
193,320,Houston Monroe C406,2025-06-09T10:00:00Z,29.6256,-95.2672,o3,ppm,0.005
193,320,Houston Monroe C406,2025-06-09T11:00:00Z,29.6256,-95.2672,o3,ppm,0.0
193,320,Houston Monroe C406,2025-06-09T12:00:00Z,29.6256,-95.2672,o3,ppm,0.031
193,320,Houston Monroe C406,2025-06-09T13:00:00Z,29.6256,-95.2672,o3,ppm,0.031
193,320,Houston Monroe C406,2025-06-09T14:00:00Z,29.6256,-95.2672,o3,ppm,0.034
193,320,Houston Monroe C406,2025-06-09T15:00:00Z,29.6256,-95.2672,o3,ppm,0.039
193,320,Houston Monroe C406,2025-06-09T16:00:00Z,29.6256,-95.2672,o3,ppm,0.04
193,320,Houston Monroe C406,2025-06-09T17:00:00Z,29.6256,-95.2672,o3,ppm,0.0
193,320,Houston Monroe C406,2025-06-09T18:00:00Z,29.6256,-95.2672,o3,ppm,0.0
193,320,Houston Monroe C406,2025-06-09T19:00:00Z,29.6256,-95.2672,o3,ppm,0.0
193,320,Houston Monroe C406,2025-06-09T20:00:00Z,29.6256,-95.2672,o3,ppm,0.0
193,320,Houston Monroe C406,2025-06-09T21:00:00Z,29.6256,-95.2672,o3,ppm,0.0
