location_id,sensor_id,location,datetime,lat,lon,parameter,unit,value
186,2031,Houston Aldine C8,2025-06-08T00:00:00Z,29.9011,-95.3261,pm25,µg/m³,11.0
186,2031,Houston Aldine C8,2025-06-08T01:00:00Z,29.9011,-95.3261,pm25,µg/m³,11.0
186,2031,Houston Aldine C8,2025-06-08T02:00:00Z,29.9011,-95.3261,pm25,µg/m³,12.0
186,2031,Houston Aldine C8,2025-06-08T03:00:00Z,29.9011,-95.3261,pm25,µg/m³,14.0
186,2031,Houston Aldine C8,2025-06-08T04:00:00Z,29.9011,-95.3261,pm25,µg/m³,15.0
186,2031,Houston Aldine C8,2025-06-08T05:00:00Z,29.9011,-95.3261,pm25,µg/m³,14.0
186,2031,Houston Aldine C8,2025-06-08T06:00:00Z,29.9011,-95.3261,pm25,µg/m³,13.0
186,2031,Houston Aldine C8,2025-06-08T07:00:00Z,29.9011,-95.3261,pm25,µg/m³,13.0
186,2031,Houston Aldine C8,2025-06-08T08:00:00Z,29.9011,-95.3261,pm25,µg/m³,12.0
186,2031,Houston Aldine C8,2025-06-08T09:00:00Z,29.9011,-95.3261,pm25,µg/m³,11.0
186,2031,Houston Aldine C8,2025-06-08T10:00:00Z,29.9011,-95.3261,pm25,µg/m³,13.0
186,2031,Houston Aldine C8,2025-06-08T11:00:00Z,29.9011,-95.3261,pm25,µg/m³,12.0
186,2031,Houston Aldine C8,2025-06-08T12:00:00Z,29.9011,-95.3261,pm25,µg/m³,15.0
186,2031,Houston Aldine C8,2025-06-08T13:00:00Z,29.9011,-95.3261,pm25,µg/m³,11.0
186,2031,Houston Aldine C8,2025-06-08T14:00:00Z,29.9011,-95.3261,pm25,µg/m³,9.0
186,2031,Houston Aldine C8,2025-06-08T15:00:00Z,29.9011,-95.3261,pm25,µg/m³,10.0
186,2031,Houston Aldine C8,2025-06-08T16:00:00Z,29.9011,-95.3261,pm25,µg/m³,13.0
186,2031,Houston Aldine C8,2025-06-08T17:00:00Z,29.9011,-95.3261,pm25,µg/m³,12.0
186,2031,Houston Aldine C8,2025-06-08T18:00:00Z,29.9011,-95.3261,pm25,µg/m³,12.0
186,2031,Houston Aldine C8,2025-06-08T19:00:00Z,29.9011,-95.3261,pm25,µg/m³,11.0
