location_id,sensor_id,location,datetime,lat,lon,parameter,unit,value
186,2031,Houston Aldine C8,2025-06-08T20:00:00Z,29.9011,-95.3261,pm25,µg/m³,5.0
186,2031,Houston Aldine C8,2025-06-08T21:00:00Z,29.9011,-95.3261,pm25,µg/m³,8.0
186,2031,Houston Aldine C8,2025-06-08T22:00:00Z,29.9011,-95.3261,pm25,µg/m³,8.0
186,310,Houston Aldine C8,2025-06-08T00:00:00Z,29.9011,-95.3261,o3,ppm,0.026
186,310,Houston Aldine C8,2025-06-08T01:00:00Z,29.9011,-95.3261,o3,ppm,0.022
186,310,Houston Aldine C8,2025-06-08T02:00:00Z,29.9011,-95.3261,o3,ppm,0.018
186,310,Houston Aldine C8,2025-06-08T03:00:00Z,29.9011,-95.3261,o3,ppm,0.019
186,310,Houston Aldine C8,2025-06-08T05:00:00Z,29.9011,-95.3261,o3,ppm,0.017
186,310,Houston Aldine C8,2025-06-08T06:00:00Z,29.9011,-95.3261,o3,ppm,0.016
186,310,Houston Aldine C8,2025-06-08T07:00:00Z,29.9011,-95.3261,o3,ppm,0.015
186,310,Houston Aldine C8,2025-06-08T08:00:00Z,29.9011,-95.3261,o3,ppm,0.014
186,310,Houston Aldine C8,2025-06-08T09:00:00Z,29.9011,-95.3261,o3,ppm,0.009
186,310,Houston Aldine C8,2025-06-08T10:00:00Z,29.9011,-95.3261,o3,ppm,0.01
186,310,Houston Aldine C8,2025-06-08T11:00:00Z,29.9011,-95.3261,o3,ppm,0.009
186,310,Houston Aldine C8,2025-06-08T12:00:00Z,29.9011,-95.3261,o3,ppm,0.014
186,310,Houston Aldine C8,2025-06-08T13:00:00Z,29.9011,-95.3261,o3,ppm,0.022
186,310,Houston Aldine C8,2025-06-08T14:00:00Z,29.9011,-95.3261,o3,ppm,0.025
186,310,Houston Aldine C8,2025-06-08T15:00:00Z,29.9011,-95.3261,o3,ppm,0.028
186,310,Houston Aldine C8,2025-06-08T16:00:00Z,29.9011,-95.3261,o3,ppm,0.032
186,310,Houston Aldine C8,2025-06-08T17:00:00Z,29.9011,-95.3261,o3,ppm,0.035
186,310,Houston Aldine C8,2025-06-08T18:00:00Z,29.9011,-95.3261,o3,ppm,0.036
186,310,Houston Aldine C8,2025-06-08T19:00:00Z,29.9011,-95.3261,o3,ppm,0.037
186,310,Houston Aldine C8,2025-06-08T20:00:00Z,29.9011,-95.3261,o3,ppm,0.036
186,310,Houston Aldine C8,2025-06-08T21:00:00Z,29.9011,-95.3261,o3,ppm,0.033
186,310,Houston Aldine C8,2025-06-08T22:00:00Z,29.9011,-95.3261,o3,ppm,0.029
186,310,Houston Aldine C8,2025-06-08T23:00:00Z,29.9011,-95.3261,o3,ppm,0.025
186,310,Houston Aldine C8,2025-06-09T00:00:00Z,29.9011,-95.3261,o3,ppm,0.022
186,310,Houston Aldine C8,2025-06-09T01:00:00Z,29.9011,-95.3261,o3,ppm,0.02
186,310,Houston Aldine C8,2025-06-09T02:00:00Z,29.9011,-95.3261,o3,ppm,0.019
186,310,Houston Aldine C8,2025-06-09T03:00:00Z,29.9011,-95.3261,o3,ppm,0.016
186,310,Houston Aldine C8,2025-06-09T04:00:00Z,29.9011,-95.3261,o3,ppm,0.016
186,310,Houston Aldine C8,2025-06-09T06:00:00Z,29.9011,-95.3261,o3,ppm,0.018
186,310,Houston Aldine C8,2025-06-09T07:00:00Z,29.9011,-95.3261,o3,ppm,0.017
186,310,Houston Aldine C8,2025-06-09T08:00:00Z,29.9011,-95.3261,o3,ppm,0.015
186,310,Houston Aldine C8,2025-06-09T09:00:00Z,29.9011,-95.3261,o3,ppm,0.01
186,310,Houston Aldine C8,2025-06-09T10:00:00Z,29.9011,-95.3261,o3,ppm,0.017
186,310,Houston Aldine C8,2025-06-09T11:00:00Z,29.9011,-95.3261,o3,ppm,0.022
186,310,Houston Aldine C8,2025-06-09T12:00:00Z,29.9011,-95.3261,o3,ppm,0.037
186,310,Houston Aldine C8,2025-06-09T13:00:00Z,29.9011,-95.3261,o3,ppm,0.041
186,310,Houston Aldine C8,2025-06-09T14:00:00Z,29.9011,-95.3261,o3,ppm,0.029
186,310,Houston Aldine C8,2025-06-09T15:00:00Z,29.9011,-95.3261,o3,ppm,0.034
186,310,Houston Aldine C8,2025-06-09T16:00:00Z,29.9011,-95.3261,o3,ppm,0.046
186,310,Houston Aldine C8,2025-06-09T17:00:00Z,29.9011,-95.3261,o3,ppm,0.054
186,310,Houston Aldine C8,2025-06-09T19:00:00Z,29.9011,-95.3261,o3,ppm,0.058
186,310,Houston Aldine C8,2025-06-09T20:00:00Z,29.9011,-95.3261,o3,ppm,0.045
186,310,Houston Aldine C8,2025-06-09T21:00:00Z,29.9011,-95.3261,o3,ppm,0.042
